user_id,dest_id,rating,visit_date
U0036,D056,2.9,2022-01-26
U0036,D060,3.3,2023-07-08
U0036,D066,3.5,2022-12-14
U0036,D067,3.8,2022-02-13
U0037,D003,3.8,2022-05-25
U0037,D005,4.5,2023-09-26
U0037,D006,3.3,2023-12-20
U0037,D008,4.7,2023-10-10
U0037,D009,4.7,2022-11-11
U0037,D011,4.8,2023-09-18
U0037,D015,4.4,2023-05-25
U0037,D018,4.9,2022-07-27
U0037,D026,4.4,2022-08-07
U0037,D031,3.4,2022-05-25
U0037,D038,3.7,2023-10-10
U0037,D041,3.8,2023-05-14
U0037,D042,4.0,2022-01-08
U0037,D044,3.4,2023-10-30
U0037,D050,4.0,2022-05-27
U0037,D056,3.8,2022-07-04
U0037,D059,3.7,2022-11-05
U0037,D061,3.3,2022-08-30
U0037,D072,3.4,2022-04-26
U0038,D005,4.2,2023-10-23
U0038,D012,3.9,2022-02-23
U0038,D017,3.3,2022-08-29
U0038,D026,4.2,2023-02-27
U0038,D034,4.0,2023-09-17
U0038,D037,5.0,2022-07-18
U0038,D041,4.5,2023-12-10
U0038,D044,3.8,2023-04-22
U0038,D056,4.1,2023-06-19
U0038,D069,3.2,2023-08-11
U0038,D072,3.7,2023-04-27
U0039,D005,4.1,2023-05-23
U0039,D008,3.9,2023-02-21
U0039,D010,4.6,2022-10-30
U0039,D013,4.1,2023-11-17
U0039,D018,3.6,2023-04-11
U0039,D020,4.0,2023-12-22
U0039,D027,3.8,2023-12-09
U0039,D029,4.0,2023-03-13
U0039,D043,4.2,2023-01-28
U0039,D049,2.9,2023-12-28
U0039,D051,2.9,2022-12-09
U0039,D053,3.1,2023-05-05
U0039,D064,4.3,2023-01-17
U0039,D068,4.4,2023-12-28
U0040,D006,3.4,2023-02-05
U0040,D010,3.8,2022-10-10
U0040,D011,3.9,2022-06-01
U0040,D019,4.2,2022-12-22
U0040,D022,5.0,2022-07-13
U0040,D023,3.0,2022-08-26
U0040,D044,3.3,2022-10-19
U0040,D056,3.5,2022-11-21
U0040,D064,3.4,2023-04-05
U0040,D071,3.3,2023-04-15
U0041,D014,4.6,2023-05-06
U0041,D016,3.5,2023-07-19
U0041,D017,3.7,2022-01-26
U0041,D021,3.7,2022-02-26
U0041,D028,4.6,2023-04-02
U0041,D037,3.8,2023-11-14
U0041,D039,3.5,2023-03-14
U0041,D046,2.7,2023-03-31
U0041,D057,4.1,2022-11-07
U0041,D061,3.2,2023-08-28
U0041,D063,3.0,2023-02-24
U0042,D011,4.2,2023-11-13
U0042,D017,3.4,2022-10-11
U0042,D031,3.6,2022-09-23
U0042,D033,3.9,2022-11-24
U0042,D037,3.6,2023-01-05
U0042,D047,3.3,2022-06-21
U0042,D055,4.9,2023-08-17
U0042,D057,4.2,2022-05-21
U0042,D063,4.2,2022-06-08
U0043,D002,3.3,2022-05-15
U0043,D013,4.0,2022-05-02
U0043,D016,3.9,2022-08-21
U0043,D022,4.6,2022-01-20
U0043,D025,4.9,2022-04-21
U0043,D026,4.1,2023-11-07
U0043,D028,3.9,2022-05-02
U0043,D031,3.1,2022-11-05
U0043,D040,3.5,2022-10-12
U0043,D048,4.1,2023-08-16
U0043,D055,3.8,2022-04-12
U0043,D063,2.7,2022-12-30
U0044,D002,3.4,2023-05-21
U0044,D003,4.0,2022-10-18
U0044,D017,3.6,2023-11-22
U0044,D019,4.1,2023-03-25
U0044,D022,4.6,2023-02-09
U0044,D025,5.0,2022-06-22
U0044,D026,3.7,2022-07-23
U0044,D031,3.1,2023-03-11
U0044,D046,3.1,2022-09-14
U0044,D050,2.7,2022-02-24
U0044,D053,3.6,2022-07-03
U0044,D058,4.0,2022-03-20
U0044,D069,3.7,2022-02-02
U0044,D072,4.1,2023-04-06
U0045,D002,3.4,2023-07-25
U0045,D018,3.5,2022-09-27
U0045,D025,3.3,2022-02-16
U0045,D026,3.4,2023-01-11
U0045,D029,3.8,2023-10-03
U0045,D032,4.0,2022-12-20
U0045,D035,3.5,2022-09-08
U0045,D040,3.9,2022-11-09
U0045,D041,3.9,2022-06-23
U0045,D042,3.7,2022-11-30
U0045,D043,2.8,2023-11-05
U0045,D055,3.1,2023-11-23
U0045,D066,3.9,2023-07-03
U0046,D008,3.2,2022-11-06
U0046,D034,4.3,2022-07-25
U0046,D036,3.1,2022-06-04
U0046,D051,2.9,2022-01-29
U0046,D058,3.2,2022-06-13
U0046,D060,3.0,2022-10-12
U0046,D066,3.7,2022-03-27
U0046,D069,4.0,2023-02-21
U0047,D005,4.4,2023-11-12
U0047,D012,4.4,2022-11-17
U0047,D019,4.7,2022-06-29
U0047,D024,3.6,2023-07-01
U0047,D037,4.4,2023-09-13
U0047,D038,3.8,2023-11-10
U0047,D040,3.1,2023-11-19
U0047,D047,4.6,2022-08-31
U0047,D054,4.0,2022-08-30
U0047,D064,4.1,2023-05-19
U0048,D005,3.7,2022-02-23
U0048,D010,4.5,2022-07-24
U0048,D013,4.0,2022-06-11
U0048,D018,3.6,2023-09-01
U0048,D048,3.7,2023-01-12
U0048,D051,4.0,2023-06-23
U0048,D056,4.1,2024-01-01
U0048,D071,2.5,2022-09-26
U0049,D003,4.3,2023-04-26
U0049,D004,4.3,2022-11-28
U0049,D011,4.3,2023-07-25
U0049,D012,3.9,2022-12-07
U0049,D021,3.9,2023-06-01
U0049,D034,4.3,2022-11-21
U0049,D060,4.6,2022-07-07
U0049,D061,3.8,2022-09-24
U0049,D064,4.5,2023-05-22
U0049,D065,4.1,2023-01-01
U0049,D069,4.4,2022-06-01
U0049,D070,4.2,2022-04-06
U0050,D006,4.1,2023-08-08
U0050,D011,4.1,2022-12-03
U0050,D012,3.3,2023-11-29
U0050,D014,3.4,2023-01-18
U0050,D019,3.4,2023-12-26
U0050,D024,3.4,2022-02-14
U0050,D034,3.8,2023-10-22
U0050,D040,3.8,2022-09-19
U0050,D044,3.9,2022-08-02
U0050,D050,3.0,2023-05-18
U0050,D057,3.5,2023-01-12
U0050,D069,3.5,2022-12-16
U0051,D003,3.6,2023-04-25
U0051,D007,4.2,2022-05-11
U0051,D024,3.7,2023-11-09
U0051,D028,4.7,2023-03-03
U0051,D044,3.1,2023-07-02
U0051,D045,2.9,2023-02-09
U0051,D046,3.3,2022-06-25
U0051,D060,3.9,2022-05-19
U0051,D061,3.5,2022-04-25
U0051,D065,3.9,2023-05-08
U0052,D001,4.8,2022-06-20
U0052,D006,3.9,2023-04-06
U0052,D011,4.7,2022-01-09
U0052,D012,4.2,2024-01-01
U0052,D019,4.6,2023-02-14
U0052,D031,3.3,2023-10-26
U0052,D038,3.6,2022-10-22
U0052,D061,2.9,2023-05-10
U0052,D062,4.1,2022-07-24
U0053,D005,4.7,2022-08-21
U0053,D006,4.7,2022-08-18
U0053,D017,4.2,2022-02-21
U0053,D022,4.6,2022-04-19
U0053,D026,4.5,2023-07-30
U0053,D027,4.6,2022-04-18
U0053,D029,4.1,2022-07-30
U0053,D037,4.4,2023-10-25
U0053,D040,4.7,2022-07-26
U0053,D048,4.3,2023-01-17
U0053,D056,4.2,2023-03-16
U0053,D063,4.3,2022-05-30
U0053,D067,4.2,2022-12-13
U0053,D071,4.3,2022-02-07
U0054,D001,3.6,2023-10-09
U0054,D016,2.9,2023-02-18
U0054,D028,3.8,2022-12-09
U0054,D040,3.2,2023-07-07
U0054,D046,3.0,2022-03-03
U0054,D050,4.0,2023-10-29
U0054,D054,4.1,2022-12-14
U0055,D001,4.8,2023-12-30
U0055,D004,4.1,2023-03-12
U0055,D021,3.9,2022-05-11
U0055,D029,4.3,2022-06-10
U0055,D036,2.8,2023-08-09
U0055,D039,3.7,2022-11-09
U0055,D044,3.4,2023-08-27
U0055,D051,3.0,2023-07-15
U0056,D011,4.1,2023-07-27
U0056,D012,4.2,2023-09-26
U0056,D019,4.8,2023-11-06
U0056,D022,4.7,2022-07-30
U0056,D031,3.4,2022-01-24
U0056,D034,3.9,2023-06-25
U0056,D037,4.6,2022-04-12
U0056,D045,3.0,2022-11-30
U0056,D049,4.5,2022-05-26
U0056,D054,3.8,2022-07-27
U0056,D064,3.7,2022-01-30
U0057,D002,3.2,2023-10-14
U0057,D005,4.6,2023-07-08
U0057,D012,4.1,2023-04-21
U0057,D017,3.6,2023-05-09
U0057,D028,4.4,2022-04-02
U0057,D031,3.2,2022-05-24
U0057,D050,4.0,2022-01-03
U0057,D052,3.6,2022-01-10
U0057,D061,3.1,2022-02-01
U0057,D065,3.4,2023-01-21
U0057,D071,2.7,2023-04-19
U0057,D074,4.0,2022-01-21
U0058,D011,5.0,2023-05-20
U0058,D026,4.4,2022-05-12
U0058,D028,4.5,2023-08-07
U0058,D035,3.5,2023-12-11
U0058,D040,3.7,2023-03-14
U0058,D043,4.1,2022-11-27
U0058,D056,3.6,2022-07-19
U0058,D067,5.0,2023-10-03
U0058,D068,4.1,2023-05-07
U0058,D070,4.1,2023-10-04
U0059,D006,3.4,2023-09-07
U0059,D011,3.9,2022-03-04
U0059,D017,3.7,2023-03-29
U0059,D018,4.3,2023-09-18
U0059,D020,3.0,2023-11-25
U0059,D021,4.6,2022-02-23
U0059,D024,4.0,2023-02-25
U0059,D028,4.5,2023-01-29
U0059,D033,3.0,2023-10-29
U0059,D039,2.8,2023-09-02
U0059,D044,3.8,2023-06-06
U0059,D051,3.0,2022-11-16
U0059,D058,3.1,2023-04-26
U0059,D062,3.6,2023-08-24
U0059,D064,3.5,2022-09-01
U0060,D012,4.3,2022-08-13
U0060,D025,3.8,2022-01-11
U0060,D026,4.2,2022-01-31
U0060,D028,3.9,2023-03-27
U0060,D033,3.6,2022-01-31
U0060,D044,3.9,2023-11-25
U0060,D045,3.7,2023-11-02
U0060,D047,4.0,2022-08-04
U0060,D057,3.7,2022-05-28
U0060,D059,3.0,2022-07-14
U0060,D066,3.9,2023-09-23
U0060,D070,3.6,2022-09-11
U0060,D071,3.8,2022-10-14
U0061,D003,4.4,2023-04-27
U0061,D033,4.3,2022-03-28
U0061,D037,4.7,2023-06-09
U0061,D049,4.4,2023-05-29
U0061,D054,3.9,2022-03-15
U0061,D065,4.5,2023-07-11
U0061,D067,4.4,2022-11-03
U0061,D074,3.2,2023-11-01
U0062,D003,4.1,2023-02-12
U0062,D013,3.9,2022-07-12
U0062,D019,4.0,2022-05-23
U0062,D021,3.9,2022-01-10
U0062,D034,5.0,2022-05-23
U0062,D047,4.0,2023-08-07
U0062,D056,3.5,2022-07-23
U0062,D057,4.5,2023-01-31
U0062,D061,3.4,2022-02-28
U0062,D063,4.8,2022-12-01
U0062,D067,3.6,2023-07-04
U0063,D019,4.4,2022-04-04
U0063,D052,4.6,2022-04-18
U0063,D058,3.7,2022-01-28
U0063,D059,3.8,2023-12-13
U0063,D065,4.2,2022-09-14
U0063,D066,3.7,2022-05-20
U0063,D070,4.7,2023-07-16
U0064,D006,3.3,2023-02-05
U0064,D009,4.8,2022-10-07
U0064,D013,3.8,2023-11-23
U0064,D016,3.9,2023-10-13
U0064,D023,4.3,2022-01-05
U0064,D024,4.3,2023-01-22
U0064,D029,3.6,2023-03-08
U0064,D031,3.3,2022-01-15
U0064,D042,3.9,2022-12-01
U0064,D050,3.6,2022-11-28
U0064,D056,3.6,2022-10-13
U0064,D059,3.1,2022-08-12
U0064,D069,4.9,2022-11-29
U0065,D022,4.1,2023-01-19
U0065,D033,4.3,2022-11-22
U0065,D040,3.7,2022-12-06
U0065,D043,4.0,2023-11-12
U0065,D052,3.7,2023-05-19
U0065,D053,4.5,2022-07-17
U0065,D054,3.8,2022-05-25
U0065,D056,3.5,2022-06-27
U0065,D061,3.3,2023-04-24
U0065,D072,4.4,2023-01-04
U0066,D007,4.6,2023-01-26
U0066,D009,4.3,2022-11-04
U0066,D018,4.8,2022-05-20
U0066,D022,4.1,2023-05-28
U0066,D033,3.8,2022-02-09
U0066,D035,3.2,2023-08-03
U0066,D045,3.0,2023-01-30
U0066,D049,3.7,2023-01-06
U0066,D061,3.2,2022-04-05
U0067,D006,3.9,2023-10-14
U0067,D014,3.4,2022-06-22
U0067,D016,4.0,2022-03-13
U0067,D024,3.1,2023-05-14
U0067,D031,2.9,2022-07-07
U0067,D038,3.8,2023-10-14
U0067,D047,4.5,2022-03-04
U0067,D052,4.1,2022-08-05
U0067,D054,3.9,2023-09-10
U0067,D072,4.8,2023-12-17
U0068,D002,4.8,2022-05-06
U0068,D016,4.0,2023-01-04
U0068,D032,2.8,2023-01-30
U0068,D035,4.0,2023-06-17
U0068,D039,3.9,2023-05-25
U0068,D047,4.1,2023-11-10
U0068,D053,3.3,2022-01-30
U0068,D062,3.8,2022-05-20
U0068,D071,3.8,2022-12-18
U0069,D007,4.3,2022-03-31
U0069,D008,3.5,2022-12-15
U0069,D012,3.7,2023-01-12
U0069,D013,4.0,2022-11-17
U0069,D016,4.1,2022-03-05
U0069,D024,3.7,2023-11-11
U0069,D031,3.7,2022-10-31
U0069,D036,4.2,2023-11-13
U0069,D039,3.4,2022-11-24
U0069,D042,4.6,2023-12-25
U0069,D048,3.4,2022-12-08
U0069,D063,3.8,2023-02-06
U0070,D001,3.7,2023-08-18
U0070,D003,4.2,2023-12-28
U0070,D016,4.7,2022-06-01
U0070,D021,4.0,2022-12-31
U0070,D024,4.5,2023-06-12
U0070,D031,2.9,2022-09-04
U0070,D040,3.7,2023-04-20
U0070,D046,3.7,2022-03-26
U0070,D047,4.8,2023-10-19
U0070,D050,4.6,2023-08-10
U0070,D054,4.3,2023-08-31
U0070,D060,3.4,2022-03-07
U0070,D070,4.6,2023-08-22
U0071,D003,4.0,2023-09-06
U0071,D005,4.0,2023-04-03
U0071,D007,4.3,2022-05-12
U0071,D010,3.7,2022-09-20
U0071,D012,4.0,2022-05-08
U0071,D018,4.6,2022-11-04
U0071,D019,3.2,2023-06-16
U0071,D023,3.9,2023-05-18
U0071,D031,3.2,2022-02-15
U0071,D040,4.2,2023-09-30
U0071,D050,3.2,2022-07-28
U0071,D051,3.3,2022-10-03
U0071,D063,3.7,2023-09-11
U0071,D070,3.3,2022-12-08
U0071,D072,3.4,2022-08-20
